Class	Length	Reads
rRNAdb-rRNA_Match_Genome	30	240.00
rRNAdb-rRNA_Match_Genome	31	205.00
rRNAdb-rRNA_Match_Genome	32	228.00
rRNAdb-rRNA_Match_Genome	33	166.00
rRNAdb-rRNA_Match_Genome	34	170.00
rRNAdb-rRNA_Match_Genome	35	126.00
rRNAdb-rRNA_Match_Genome	36	133.00
rRNAdb-rRNA_Match_Genome	37	83.00
rRNAdb-rRNA_Match_Genome	38	68.00
rRNAdb-rRNA_Match_Genome	39	91.00
rRNAdb-rRNA_Match_Genome	40	142.00
rRNAdb-rRNA_Match_Genome	43	1836.00
rRNAdb-12S-rRNA_Match_Genome	15	4.00
rRNAdb-12S-rRNA_Match_Genome	16	5.00
rRNAdb-12S-rRNA_Match_Genome	17	4.00
rRNAdb-12S-rRNA_Match_Genome	18	4.00
rRNAdb-12S-rRNA_Match_Genome	19	6.00
rRNAdb-12S-rRNA_Match_Genome	20	9.00
rRNAdb-12S-rRNA_Match_Genome	21	6.00
rRNAdb-12S-rRNA_Match_Genome	22	6.00
rRNAdb-12S-rRNA_Match_Genome	23	3.00
rRNAdb-12S-rRNA_Match_Genome	24	2.00
rRNAdb-12S-rRNA_Match_Genome	25	1.00
rRNAdb-12S-rRNA_Match_Genome	32	1.00
rRNAdb-16S-rRNA_Match_Genome	15	45.00
rRNAdb-16S-rRNA_Match_Genome	16	50.00
rRNAdb-16S-rRNA_Match_Genome	17	57.00
rRNAdb-16S-rRNA_Match_Genome	18	61.00
rRNAdb-16S-rRNA_Match_Genome	19	37.00
rRNAdb-16S-rRNA_Match_Genome	20	40.00
rRNAdb-16S-rRNA_Match_Genome	21	34.00
rRNAdb-16S-rRNA_Match_Genome	22	49.00
rRNAdb-16S-rRNA_Match_Genome	23	34.00
rRNAdb-16S-rRNA_Match_Genome	24	41.00
rRNAdb-16S-rRNA_Match_Genome	25	40.00
rRNAdb-16S-rRNA_Match_Genome	26	45.00
rRNAdb-16S-rRNA_Match_Genome	27	70.00
rRNAdb-16S-rRNA_Match_Genome	28	59.00
rRNAdb-16S-rRNA_Match_Genome	29	45.00
rRNAdb-16S-rRNA_Match_Genome	30	36.00
rRNAdb-16S-rRNA_Match_Genome	31	47.00
rRNAdb-16S-rRNA_Match_Genome	32	62.00
rRNAdb-16S-rRNA_Match_Genome	33	34.00
rRNAdb-16S-rRNA_Match_Genome	34	43.00
rRNAdb-16S-rRNA_Match_Genome	35	15.00
rRNAdb-16S-rRNA_Match_Genome	36	24.00
rRNAdb-16S-rRNA_Match_Genome	37	21.00
rRNAdb-16S-rRNA_Match_Genome	38	20.00
rRNAdb-16S-rRNA_Match_Genome	39	13.00
rRNAdb-16S-rRNA_Match_Genome	40	51.00
rRNAdb-16S-rRNA_Match_Genome	43	418.00
rRNAdb-18S-rRNA_Match_Genome	15	173.00
rRNAdb-18S-rRNA_Match_Genome	16	167.00
rRNAdb-18S-rRNA_Match_Genome	17	188.00
rRNAdb-18S-rRNA_Match_Genome	18	279.00
rRNAdb-18S-rRNA_Match_Genome	19	165.00
rRNAdb-18S-rRNA_Match_Genome	20	152.00
rRNAdb-18S-rRNA_Match_Genome	21	144.00
rRNAdb-18S-rRNA_Match_Genome	22	133.00
rRNAdb-18S-rRNA_Match_Genome	23	131.00
rRNAdb-18S-rRNA_Match_Genome	24	184.00
rRNAdb-18S-rRNA_Match_Genome	25	183.00
rRNAdb-18S-rRNA_Match_Genome	26	170.00
rRNAdb-18S-rRNA_Match_Genome	27	83.00
rRNAdb-18S-rRNA_Match_Genome	28	132.00
rRNAdb-18S-rRNA_Match_Genome	29	99.00
rRNAdb-18S-rRNA_Match_Genome	30	87.00
rRNAdb-18S-rRNA_Match_Genome	31	62.00
rRNAdb-18S-rRNA_Match_Genome	32	52.00
rRNAdb-18S-rRNA_Match_Genome	33	44.00
rRNAdb-18S-rRNA_Match_Genome	34	42.00
rRNAdb-18S-rRNA_Match_Genome	35	36.00
rRNAdb-18S-rRNA_Match_Genome	36	32.00
rRNAdb-18S-rRNA_Match_Genome	37	22.00
rRNAdb-18S-rRNA_Match_Genome	38	17.00
rRNAdb-18S-rRNA_Match_Genome	39	9.00
rRNAdb-18S-rRNA_Match_Genome	40	12.00
rRNAdb-18S-rRNA_Match_Genome	43	477.00
rRNAdb-28S-rRNA_Match_Genome	15	1093.00
rRNAdb-28S-rRNA_Match_Genome	16	764.00
rRNAdb-28S-rRNA_Match_Genome	17	763.00
rRNAdb-28S-rRNA_Match_Genome	18	641.00
rRNAdb-28S-rRNA_Match_Genome	19	459.00
rRNAdb-28S-rRNA_Match_Genome	20	289.00
rRNAdb-28S-rRNA_Match_Genome	21	217.00
rRNAdb-28S-rRNA_Match_Genome	22	184.00
rRNAdb-28S-rRNA_Match_Genome	23	169.00
rRNAdb-28S-rRNA_Match_Genome	24	178.00
rRNAdb-28S-rRNA_Match_Genome	25	147.00
rRNAdb-28S-rRNA_Match_Genome	26	143.00
rRNAdb-28S-rRNA_Match_Genome	27	121.00
rRNAdb-28S-rRNA_Match_Genome	28	119.00
rRNAdb-28S-rRNA_Match_Genome	29	103.00
rRNAdb-28S-rRNA_Match_Genome	30	75.00
rRNAdb-28S-rRNA_Match_Genome	31	74.00
rRNAdb-28S-rRNA_Match_Genome	32	61.00
rRNAdb-28S-rRNA_Match_Genome	33	62.00
rRNAdb-28S-rRNA_Match_Genome	34	48.00
rRNAdb-28S-rRNA_Match_Genome	35	38.00
rRNAdb-28S-rRNA_Match_Genome	36	39.00
rRNAdb-28S-rRNA_Match_Genome	37	21.00
rRNAdb-28S-rRNA_Match_Genome	38	21.00
rRNAdb-28S-rRNA_Match_Genome	39	38.00
rRNAdb-28S-rRNA_Match_Genome	40	52.00
rRNAdb-28S-rRNA_Match_Genome	43	535.00
rRNAdb-4.5S-rRNA_Match_Genome	15	16.00
rRNAdb-4.5S-rRNA_Match_Genome	16	14.00
rRNAdb-4.5S-rRNA_Match_Genome	17	28.00
rRNAdb-4.5S-rRNA_Match_Genome	18	32.00
rRNAdb-4.5S-rRNA_Match_Genome	19	15.00
rRNAdb-4.5S-rRNA_Match_Genome	20	19.00
rRNAdb-4.5S-rRNA_Match_Genome	21	24.00
rRNAdb-4.5S-rRNA_Match_Genome	22	12.00
rRNAdb-4.5S-rRNA_Match_Genome	23	9.00
rRNAdb-4.5S-rRNA_Match_Genome	24	24.00
rRNAdb-4.5S-rRNA_Match_Genome	25	12.00
rRNAdb-4.5S-rRNA_Match_Genome	26	19.00
rRNAdb-4.5S-rRNA_Match_Genome	27	8.00
rRNAdb-4.5S-rRNA_Match_Genome	28	5.00
rRNAdb-4.5S-rRNA_Match_Genome	29	10.00
rRNAdb-4.5S-rRNA_Match_Genome	30	7.00
rRNAdb-4.5S-rRNA_Match_Genome	31	3.00
rRNAdb-4.5S-rRNA_Match_Genome	32	10.00
rRNAdb-4.5S-rRNA_Match_Genome	33	9.00
rRNAdb-4.5S-rRNA_Match_Genome	34	3.00
rRNAdb-4.5S-rRNA_Match_Genome	35	3.00
rRNAdb-4.5S-rRNA_Match_Genome	36	4.00
rRNAdb-4.5S-rRNA_Match_Genome	37	4.00
rRNAdb-4.5S-rRNA_Match_Genome	38	5.00
rRNAdb-4.5S-rRNA_Match_Genome	39	1.00
rRNAdb-4.5S-rRNA_Match_Genome	40	7.00
rRNAdb-4.5S-rRNA_Match_Genome	43	101.00
rRNAdb-45S-rRNA_Match_Genome	15	105.00
rRNAdb-45S-rRNA_Match_Genome	16	87.00
rRNAdb-45S-rRNA_Match_Genome	17	50.00
rRNAdb-45S-rRNA_Match_Genome	18	57.00
rRNAdb-45S-rRNA_Match_Genome	19	42.00
rRNAdb-45S-rRNA_Match_Genome	20	40.00
rRNAdb-45S-rRNA_Match_Genome	21	35.00
rRNAdb-45S-rRNA_Match_Genome	22	35.00
rRNAdb-45S-rRNA_Match_Genome	23	31.00
rRNAdb-45S-rRNA_Match_Genome	24	40.00
rRNAdb-45S-rRNA_Match_Genome	25	39.00
rRNAdb-45S-rRNA_Match_Genome	26	20.00
rRNAdb-45S-rRNA_Match_Genome	27	30.00
rRNAdb-45S-rRNA_Match_Genome	28	33.00
rRNAdb-45S-rRNA_Match_Genome	29	22.00
rRNAdb-45S-rRNA_Match_Genome	30	28.00
rRNAdb-45S-rRNA_Match_Genome	31	13.00
rRNAdb-45S-rRNA_Match_Genome	32	25.00
rRNAdb-45S-rRNA_Match_Genome	33	13.00
rRNAdb-45S-rRNA_Match_Genome	34	19.00
rRNAdb-45S-rRNA_Match_Genome	35	15.00
rRNAdb-45S-rRNA_Match_Genome	36	10.00
rRNAdb-45S-rRNA_Match_Genome	37	9.00
rRNAdb-45S-rRNA_Match_Genome	38	2.00
rRNAdb-45S-rRNA_Match_Genome	39	4.00
rRNAdb-45S-rRNA_Match_Genome	40	11.00
rRNAdb-45S-rRNA_Match_Genome	43	213.00
rRNAdb-5.8S-rRNA_Match_Genome	15	20.00
rRNAdb-5.8S-rRNA_Match_Genome	16	18.00
rRNAdb-5.8S-rRNA_Match_Genome	17	12.00
rRNAdb-5.8S-rRNA_Match_Genome	18	6.00
rRNAdb-5.8S-rRNA_Match_Genome	19	3.00
rRNAdb-5.8S-rRNA_Match_Genome	20	1.00
rRNAdb-5.8S-rRNA_Match_Genome	27	1.00
rRNAdb-5.8S-rRNA_Match_Genome	29	3.00
rRNAdb-5S-rRNA_Match_Genome	15	17.00
rRNAdb-5S-rRNA_Match_Genome	16	9.00
rRNAdb-5S-rRNA_Match_Genome	17	7.00
rRNAdb-5S-rRNA_Match_Genome	18	14.00
rRNAdb-5S-rRNA_Match_Genome	19	3.00
rRNAdb-5S-rRNA_Match_Genome	20	4.00
rRNAdb-5S-rRNA_Match_Genome	21	6.00
rRNAdb-5S-rRNA_Match_Genome	22	8.00
rRNAdb-5S-rRNA_Match_Genome	23	2.00
rRNAdb-5S-rRNA_Match_Genome	24	14.00
rRNAdb-5S-rRNA_Match_Genome	25	14.00
rRNAdb-5S-rRNA_Match_Genome	26	16.00
rRNAdb-5S-rRNA_Match_Genome	27	14.00
rRNAdb-5S-rRNA_Match_Genome	28	4.00
rRNAdb-5S-rRNA_Match_Genome	29	22.00
rRNAdb-5S-rRNA_Match_Genome	30	7.00
rRNAdb-5S-rRNA_Match_Genome	31	6.00
rRNAdb-5S-rRNA_Match_Genome	32	17.00
rRNAdb-5S-rRNA_Match_Genome	33	4.00
rRNAdb-5S-rRNA_Match_Genome	34	15.00
rRNAdb-5S-rRNA_Match_Genome	35	19.00
rRNAdb-5S-rRNA_Match_Genome	36	24.00
rRNAdb-5S-rRNA_Match_Genome	37	6.00
rRNAdb-5S-rRNA_Match_Genome	38	3.00
rRNAdb-5S-rRNA_Match_Genome	39	26.00
rRNAdb-5S-rRNA_Match_Genome	40	9.00
rRNAdb-5S-rRNA_Match_Genome	43	92.00
YRNAdb-YRNA_Match_Genome	15	2.00
YRNAdb-YRNA_Match_Genome	16	7.00
YRNAdb-YRNA_Match_Genome	17	10.00
YRNAdb-YRNA_Match_Genome	18	15.00
YRNAdb-YRNA_Match_Genome	19	13.00
YRNAdb-YRNA_Match_Genome	20	23.00
YRNAdb-YRNA_Match_Genome	21	27.00
YRNAdb-YRNA_Match_Genome	22	32.00
YRNAdb-YRNA_Match_Genome	23	30.00
YRNAdb-YRNA_Match_Genome	24	33.00
YRNAdb-YRNA_Match_Genome	25	28.00
YRNAdb-YRNA_Match_Genome	26	12.00
YRNAdb-YRNA_Match_Genome	27	23.00
YRNAdb-YRNA_Match_Genome	28	21.00
YRNAdb-YRNA_Match_Genome	29	8.00
YRNAdb-YRNA_Match_Genome	30	18.00
YRNAdb-YRNA_Match_Genome	31	14.00
YRNAdb-YRNA_Match_Genome	32	8.00
YRNAdb-YRNA_Match_Genome	33	4.00
YRNAdb-YRNA_Match_Genome	34	8.00
YRNAdb-YRNA_Match_Genome	35	3.00
YRNAdb-YRNA_Match_Genome	36	2.00
YRNAdb-YRNA_Match_Genome	37	2.00
YRNAdb-YRNA_Match_Genome	38	2.00
YRNAdb-YRNA_Match_Genome	39	1.00
YRNAdb-YRNA_Match_Genome	40	6.00
YRNAdb-YRNA_Match_Genome	43	34.00
YRNAdb-RNY1-YRNA_Match_Genome	16	4.00
YRNAdb-RNY1-YRNA_Match_Genome	17	3.00
YRNAdb-RNY1-YRNA_Match_Genome	18	5.00
YRNAdb-RNY1-YRNA_Match_Genome	19	6.00
YRNAdb-RNY1-YRNA_Match_Genome	20	10.00
YRNAdb-RNY1-YRNA_Match_Genome	21	15.00
YRNAdb-RNY1-YRNA_Match_Genome	22	17.00
YRNAdb-RNY1-YRNA_Match_Genome	23	13.00
YRNAdb-RNY1-YRNA_Match_Genome	24	22.00
YRNAdb-RNY1-YRNA_Match_Genome	25	19.00
YRNAdb-RNY1-YRNA_Match_Genome	26	4.00
YRNAdb-RNY1-YRNA_Match_Genome	27	8.00
YRNAdb-RNY1-YRNA_Match_Genome	28	6.00
YRNAdb-RNY1-YRNA_Match_Genome	30	9.00
YRNAdb-RNY1-YRNA_Match_Genome	31	5.00
YRNAdb-RNY1-YRNA_Match_Genome	32	4.00
YRNAdb-RNY1-YRNA_Match_Genome	33	4.00
YRNAdb-RNY1-YRNA_Match_Genome	34	7.00
YRNAdb-RNY1-YRNA_Match_Genome	35	1.00
YRNAdb-RNY1-YRNA_Match_Genome	36	1.00
YRNAdb-RNY1-YRNA_Match_Genome	40	2.00
YRNAdb-RNY1-YRNA_Match_Genome	43	17.00
YRNAdb-RNY3-YRNA_Match_Genome	15	2.00
YRNAdb-RNY3-YRNA_Match_Genome	16	3.00
YRNAdb-RNY3-YRNA_Match_Genome	17	7.00
YRNAdb-RNY3-YRNA_Match_Genome	18	10.00
YRNAdb-RNY3-YRNA_Match_Genome	19	7.00
YRNAdb-RNY3-YRNA_Match_Genome	20	13.00
YRNAdb-RNY3-YRNA_Match_Genome	21	12.00
YRNAdb-RNY3-YRNA_Match_Genome	22	15.00
YRNAdb-RNY3-YRNA_Match_Genome	23	17.00
YRNAdb-RNY3-YRNA_Match_Genome	24	11.00
YRNAdb-RNY3-YRNA_Match_Genome	25	9.00
YRNAdb-RNY3-YRNA_Match_Genome	26	8.00
YRNAdb-RNY3-YRNA_Match_Genome	27	15.00
YRNAdb-RNY3-YRNA_Match_Genome	28	15.00
YRNAdb-RNY3-YRNA_Match_Genome	29	8.00
YRNAdb-RNY3-YRNA_Match_Genome	30	9.00
YRNAdb-RNY3-YRNA_Match_Genome	31	9.00
YRNAdb-RNY3-YRNA_Match_Genome	32	4.00
YRNAdb-RNY3-YRNA_Match_Genome	34	1.00
YRNAdb-RNY3-YRNA_Match_Genome	35	2.00
YRNAdb-RNY3-YRNA_Match_Genome	36	1.00
YRNAdb-RNY3-YRNA_Match_Genome	37	2.00
YRNAdb-RNY3-YRNA_Match_Genome	38	2.00
YRNAdb-RNY3-YRNA_Match_Genome	39	1.00
YRNAdb-RNY3-YRNA_Match_Genome	40	4.00
YRNAdb-RNY3-YRNA_Match_Genome	43	17.00
rRNAdb-rRNA_Unmatch_Genome	15	1.00
rRNAdb-rRNA_Unmatch_Genome	16	17.00
rRNAdb-rRNA_Unmatch_Genome	17	95.00
rRNAdb-rRNA_Unmatch_Genome	18	379.00
rRNAdb-rRNA_Unmatch_Genome	19	380.00
rRNAdb-rRNA_Unmatch_Genome	20	468.00
rRNAdb-rRNA_Unmatch_Genome	21	459.00
rRNAdb-rRNA_Unmatch_Genome	22	541.00
rRNAdb-rRNA_Unmatch_Genome	23	474.00
rRNAdb-rRNA_Unmatch_Genome	24	624.00
rRNAdb-rRNA_Unmatch_Genome	25	458.00
rRNAdb-rRNA_Unmatch_Genome	26	313.00
rRNAdb-rRNA_Unmatch_Genome	27	338.00
rRNAdb-rRNA_Unmatch_Genome	28	266.00
rRNAdb-rRNA_Unmatch_Genome	29	258.00
rRNAdb-rRNA_Unmatch_Genome	30	372.00
rRNAdb-rRNA_Unmatch_Genome	31	306.00
rRNAdb-rRNA_Unmatch_Genome	32	263.00
rRNAdb-rRNA_Unmatch_Genome	33	267.00
rRNAdb-rRNA_Unmatch_Genome	34	407.00
rRNAdb-rRNA_Unmatch_Genome	35	118.00
rRNAdb-rRNA_Unmatch_Genome	36	218.00
rRNAdb-rRNA_Unmatch_Genome	37	590.00
rRNAdb-rRNA_Unmatch_Genome	38	81.00
rRNAdb-rRNA_Unmatch_Genome	39	97.00
rRNAdb-rRNA_Unmatch_Genome	40	117.00
rRNAdb-rRNA_Unmatch_Genome	43	1539.00
rRNAdb-12S-rRNA_Unmatch_Genome	20	4.00
rRNAdb-12S-rRNA_Unmatch_Genome	21	3.00
rRNAdb-12S-rRNA_Unmatch_Genome	22	7.00
rRNAdb-12S-rRNA_Unmatch_Genome	23	3.00
rRNAdb-12S-rRNA_Unmatch_Genome	25	1.00
rRNAdb-12S-rRNA_Unmatch_Genome	27	2.00
rRNAdb-12S-rRNA_Unmatch_Genome	31	1.00
rRNAdb-18S-rRNA_Unmatch_Genome	17	2.00
rRNAdb-18S-rRNA_Unmatch_Genome	18	63.00
rRNAdb-18S-rRNA_Unmatch_Genome	19	8.00
rRNAdb-18S-rRNA_Unmatch_Genome	20	13.00
rRNAdb-18S-rRNA_Unmatch_Genome	21	12.00
rRNAdb-18S-rRNA_Unmatch_Genome	22	12.00
rRNAdb-18S-rRNA_Unmatch_Genome	23	10.00
rRNAdb-18S-rRNA_Unmatch_Genome	24	17.00
rRNAdb-18S-rRNA_Unmatch_Genome	25	30.00
rRNAdb-18S-rRNA_Unmatch_Genome	26	8.00
rRNAdb-18S-rRNA_Unmatch_Genome	27	22.00
rRNAdb-18S-rRNA_Unmatch_Genome	28	8.00
rRNAdb-18S-rRNA_Unmatch_Genome	29	7.00
rRNAdb-18S-rRNA_Unmatch_Genome	30	1.00
rRNAdb-18S-rRNA_Unmatch_Genome	31	5.00
rRNAdb-18S-rRNA_Unmatch_Genome	32	5.00
rRNAdb-18S-rRNA_Unmatch_Genome	33	4.00
rRNAdb-18S-rRNA_Unmatch_Genome	34	13.00
rRNAdb-18S-rRNA_Unmatch_Genome	35	9.00
rRNAdb-18S-rRNA_Unmatch_Genome	36	6.00
rRNAdb-18S-rRNA_Unmatch_Genome	37	1.00
rRNAdb-18S-rRNA_Unmatch_Genome	38	3.00
rRNAdb-18S-rRNA_Unmatch_Genome	39	2.00
rRNAdb-18S-rRNA_Unmatch_Genome	40	1.00
rRNAdb-18S-rRNA_Unmatch_Genome	43	89.00
rRNAdb-28S-rRNA_Unmatch_Genome	16	17.00
rRNAdb-28S-rRNA_Unmatch_Genome	17	85.00
rRNAdb-28S-rRNA_Unmatch_Genome	18	287.00
rRNAdb-28S-rRNA_Unmatch_Genome	19	327.00
rRNAdb-28S-rRNA_Unmatch_Genome	20	418.00
rRNAdb-28S-rRNA_Unmatch_Genome	21	397.00
rRNAdb-28S-rRNA_Unmatch_Genome	22	440.00
rRNAdb-28S-rRNA_Unmatch_Genome	23	397.00
rRNAdb-28S-rRNA_Unmatch_Genome	24	557.00
rRNAdb-28S-rRNA_Unmatch_Genome	25	380.00
rRNAdb-28S-rRNA_Unmatch_Genome	26	262.00
rRNAdb-28S-rRNA_Unmatch_Genome	27	215.00
rRNAdb-28S-rRNA_Unmatch_Genome	28	188.00
rRNAdb-28S-rRNA_Unmatch_Genome	29	191.00
rRNAdb-28S-rRNA_Unmatch_Genome	30	136.00
rRNAdb-28S-rRNA_Unmatch_Genome	31	204.00
rRNAdb-28S-rRNA_Unmatch_Genome	32	222.00
rRNAdb-28S-rRNA_Unmatch_Genome	33	229.00
rRNAdb-28S-rRNA_Unmatch_Genome	34	369.00
rRNAdb-28S-rRNA_Unmatch_Genome	35	88.00
rRNAdb-28S-rRNA_Unmatch_Genome	36	184.00
rRNAdb-28S-rRNA_Unmatch_Genome	37	575.00
rRNAdb-28S-rRNA_Unmatch_Genome	38	63.00
rRNAdb-28S-rRNA_Unmatch_Genome	39	84.00
rRNAdb-28S-rRNA_Unmatch_Genome	40	101.00
rRNAdb-28S-rRNA_Unmatch_Genome	43	639.00
rRNAdb-45S-rRNA_Unmatch_Genome	15	1.00
rRNAdb-45S-rRNA_Unmatch_Genome	17	4.00
rRNAdb-45S-rRNA_Unmatch_Genome	18	13.00
rRNAdb-45S-rRNA_Unmatch_Genome	19	36.00
rRNAdb-45S-rRNA_Unmatch_Genome	20	16.00
rRNAdb-45S-rRNA_Unmatch_Genome	21	26.00
rRNAdb-45S-rRNA_Unmatch_Genome	22	25.00
rRNAdb-45S-rRNA_Unmatch_Genome	23	22.00
rRNAdb-45S-rRNA_Unmatch_Genome	24	20.00
rRNAdb-45S-rRNA_Unmatch_Genome	25	15.00
rRNAdb-45S-rRNA_Unmatch_Genome	26	13.00
rRNAdb-45S-rRNA_Unmatch_Genome	27	43.00
rRNAdb-45S-rRNA_Unmatch_Genome	28	31.00
rRNAdb-45S-rRNA_Unmatch_Genome	29	20.00
rRNAdb-45S-rRNA_Unmatch_Genome	30	18.00
rRNAdb-45S-rRNA_Unmatch_Genome	31	13.00
rRNAdb-45S-rRNA_Unmatch_Genome	32	17.00
rRNAdb-45S-rRNA_Unmatch_Genome	33	13.00
rRNAdb-45S-rRNA_Unmatch_Genome	34	15.00
rRNAdb-45S-rRNA_Unmatch_Genome	35	11.00
rRNAdb-45S-rRNA_Unmatch_Genome	36	11.00
rRNAdb-45S-rRNA_Unmatch_Genome	37	8.00
rRNAdb-45S-rRNA_Unmatch_Genome	38	6.00
rRNAdb-45S-rRNA_Unmatch_Genome	39	5.00
rRNAdb-45S-rRNA_Unmatch_Genome	40	7.00
rRNAdb-45S-rRNA_Unmatch_Genome	43	143.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	17	4.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	18	16.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	19	9.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	20	17.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	21	21.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	22	57.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	23	42.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	24	30.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	25	32.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	26	30.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	27	56.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	28	39.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	29	40.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	30	217.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	31	83.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	32	19.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	33	21.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	34	10.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	35	10.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	36	17.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	37	6.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	38	9.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	39	6.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	40	8.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	43	668.00
GtRNAdb-pre-tRNA_Match_Genome	15	2.00
GtRNAdb-pre-tRNA_Match_Genome	17	2.00
GtRNAdb-pre-tRNA_Match_Genome	19	2.00
GtRNAdb-pre-tRNA_Match_Genome	21	1.00
GtRNAdb-pre-tRNA_Match_Genome	22	1.00
GtRNAdb-pre-tRNA_Match_Genome	23	2.00
GtRNAdb-pre-tRNA_Match_Genome	27	1.00
GtRNAdb-pre-tRNA_Match_Genome	28	1.00
GtRNAdb-pre-tRNA_Match_Genome	32	1.00
GtRNAdb-pre-tRNA_Match_Genome	40	1.00
GtRNAdb-pre-tRNA_Match_Genome	43	1.00
GtRNAdb-pre-tRNA_5_end_Match_Genome	40	1.00
GtRNAdb-mature-tRNA_Match_Genome	15	787.00
GtRNAdb-mature-tRNA_Match_Genome	16	436.00
GtRNAdb-mature-tRNA_Match_Genome	17	307.00
GtRNAdb-mature-tRNA_Match_Genome	18	371.00
GtRNAdb-mature-tRNA_Match_Genome	19	335.00
GtRNAdb-mature-tRNA_Match_Genome	20	434.00
GtRNAdb-mature-tRNA_Match_Genome	21	646.00
GtRNAdb-mature-tRNA_Match_Genome	22	1342.00
GtRNAdb-mature-tRNA_Match_Genome	23	1998.00
