Class	Length	Reads
rRNAdb-28S-rRNA_Match_Genome	23	476.00
rRNAdb-28S-rRNA_Match_Genome	24	345.00
rRNAdb-28S-rRNA_Match_Genome	25	299.00
rRNAdb-28S-rRNA_Match_Genome	26	262.00
rRNAdb-28S-rRNA_Match_Genome	27	247.00
rRNAdb-28S-rRNA_Match_Genome	28	268.00
rRNAdb-28S-rRNA_Match_Genome	29	201.00
rRNAdb-28S-rRNA_Match_Genome	30	138.00
rRNAdb-28S-rRNA_Match_Genome	31	135.00
rRNAdb-28S-rRNA_Match_Genome	32	113.00
rRNAdb-28S-rRNA_Match_Genome	33	125.00
rRNAdb-28S-rRNA_Match_Genome	34	113.00
rRNAdb-28S-rRNA_Match_Genome	35	91.00
rRNAdb-28S-rRNA_Match_Genome	36	77.00
rRNAdb-28S-rRNA_Match_Genome	37	87.00
rRNAdb-28S-rRNA_Match_Genome	38	39.00
rRNAdb-28S-rRNA_Match_Genome	39	24.00
rRNAdb-28S-rRNA_Match_Genome	40	56.00
rRNAdb-28S-rRNA_Match_Genome	43	221.00
rRNAdb-4.5S-rRNA_Match_Genome	15	18.00
rRNAdb-4.5S-rRNA_Match_Genome	16	36.00
rRNAdb-4.5S-rRNA_Match_Genome	17	61.00
rRNAdb-4.5S-rRNA_Match_Genome	18	47.00
rRNAdb-4.5S-rRNA_Match_Genome	19	43.00
rRNAdb-4.5S-rRNA_Match_Genome	20	36.00
rRNAdb-4.5S-rRNA_Match_Genome	21	29.00
rRNAdb-4.5S-rRNA_Match_Genome	22	19.00
rRNAdb-4.5S-rRNA_Match_Genome	23	29.00
rRNAdb-4.5S-rRNA_Match_Genome	24	18.00
rRNAdb-4.5S-rRNA_Match_Genome	25	12.00
rRNAdb-4.5S-rRNA_Match_Genome	26	10.00
rRNAdb-4.5S-rRNA_Match_Genome	27	21.00
rRNAdb-4.5S-rRNA_Match_Genome	28	13.00
rRNAdb-4.5S-rRNA_Match_Genome	29	11.00
rRNAdb-4.5S-rRNA_Match_Genome	30	9.00
rRNAdb-4.5S-rRNA_Match_Genome	31	9.00
rRNAdb-4.5S-rRNA_Match_Genome	32	13.00
rRNAdb-4.5S-rRNA_Match_Genome	33	8.00
rRNAdb-4.5S-rRNA_Match_Genome	34	11.00
rRNAdb-4.5S-rRNA_Match_Genome	35	7.00
rRNAdb-4.5S-rRNA_Match_Genome	36	6.00
rRNAdb-4.5S-rRNA_Match_Genome	37	9.00
rRNAdb-4.5S-rRNA_Match_Genome	38	3.00
rRNAdb-4.5S-rRNA_Match_Genome	39	3.00
rRNAdb-4.5S-rRNA_Match_Genome	40	8.00
rRNAdb-4.5S-rRNA_Match_Genome	43	35.00
rRNAdb-45S-rRNA_Match_Genome	15	377.00
rRNAdb-45S-rRNA_Match_Genome	16	223.00
rRNAdb-45S-rRNA_Match_Genome	17	155.00
rRNAdb-45S-rRNA_Match_Genome	18	106.00
rRNAdb-45S-rRNA_Match_Genome	19	89.00
rRNAdb-45S-rRNA_Match_Genome	20	50.00
rRNAdb-45S-rRNA_Match_Genome	21	57.00
rRNAdb-45S-rRNA_Match_Genome	22	54.00
rRNAdb-45S-rRNA_Match_Genome	23	50.00
rRNAdb-45S-rRNA_Match_Genome	24	44.00
rRNAdb-45S-rRNA_Match_Genome	25	46.00
rRNAdb-45S-rRNA_Match_Genome	26	47.00
rRNAdb-45S-rRNA_Match_Genome	27	60.00
rRNAdb-45S-rRNA_Match_Genome	28	37.00
rRNAdb-45S-rRNA_Match_Genome	29	26.00
rRNAdb-45S-rRNA_Match_Genome	30	24.00
rRNAdb-45S-rRNA_Match_Genome	31	25.00
rRNAdb-45S-rRNA_Match_Genome	32	14.00
rRNAdb-45S-rRNA_Match_Genome	33	19.00
rRNAdb-45S-rRNA_Match_Genome	34	22.00
rRNAdb-45S-rRNA_Match_Genome	35	21.00
rRNAdb-45S-rRNA_Match_Genome	36	17.00
rRNAdb-45S-rRNA_Match_Genome	37	13.00
rRNAdb-45S-rRNA_Match_Genome	38	5.00
rRNAdb-45S-rRNA_Match_Genome	39	4.00
rRNAdb-45S-rRNA_Match_Genome	40	1.00
rRNAdb-45S-rRNA_Match_Genome	43	82.00
rRNAdb-5.8S-rRNA_Match_Genome	15	79.00
rRNAdb-5.8S-rRNA_Match_Genome	16	76.00
rRNAdb-5.8S-rRNA_Match_Genome	17	36.00
rRNAdb-5.8S-rRNA_Match_Genome	18	37.00
rRNAdb-5.8S-rRNA_Match_Genome	19	6.00
rRNAdb-5.8S-rRNA_Match_Genome	20	1.00
rRNAdb-5.8S-rRNA_Match_Genome	21	2.00
rRNAdb-5.8S-rRNA_Match_Genome	22	1.00
rRNAdb-5.8S-rRNA_Match_Genome	23	1.00
rRNAdb-5.8S-rRNA_Match_Genome	28	1.00
rRNAdb-5S-rRNA_Match_Genome	15	52.00
rRNAdb-5S-rRNA_Match_Genome	16	30.00
rRNAdb-5S-rRNA_Match_Genome	17	30.00
rRNAdb-5S-rRNA_Match_Genome	18	11.00
rRNAdb-5S-rRNA_Match_Genome	19	29.00
rRNAdb-5S-rRNA_Match_Genome	20	20.00
rRNAdb-5S-rRNA_Match_Genome	21	17.00
rRNAdb-5S-rRNA_Match_Genome	22	30.00
rRNAdb-5S-rRNA_Match_Genome	23	9.00
rRNAdb-5S-rRNA_Match_Genome	24	29.00
rRNAdb-5S-rRNA_Match_Genome	25	25.00
rRNAdb-5S-rRNA_Match_Genome	26	29.00
rRNAdb-5S-rRNA_Match_Genome	27	17.00
rRNAdb-5S-rRNA_Match_Genome	28	10.00
rRNAdb-5S-rRNA_Match_Genome	29	21.00
rRNAdb-5S-rRNA_Match_Genome	30	17.00
rRNAdb-5S-rRNA_Match_Genome	31	8.00
rRNAdb-5S-rRNA_Match_Genome	32	19.00
rRNAdb-5S-rRNA_Match_Genome	33	6.00
rRNAdb-5S-rRNA_Match_Genome	34	15.00
rRNAdb-5S-rRNA_Match_Genome	35	20.00
rRNAdb-5S-rRNA_Match_Genome	36	21.00
rRNAdb-5S-rRNA_Match_Genome	37	5.00
rRNAdb-5S-rRNA_Match_Genome	38	8.00
rRNAdb-5S-rRNA_Match_Genome	39	44.00
rRNAdb-5S-rRNA_Match_Genome	40	9.00
rRNAdb-5S-rRNA_Match_Genome	43	39.00
YRNAdb-YRNA_Match_Genome	15	13.00
YRNAdb-YRNA_Match_Genome	16	13.00
YRNAdb-YRNA_Match_Genome	17	20.00
YRNAdb-YRNA_Match_Genome	18	20.00
YRNAdb-YRNA_Match_Genome	19	42.00
YRNAdb-YRNA_Match_Genome	20	43.00
YRNAdb-YRNA_Match_Genome	21	44.00
YRNAdb-YRNA_Match_Genome	22	57.00
YRNAdb-YRNA_Match_Genome	23	68.00
YRNAdb-YRNA_Match_Genome	24	62.00
YRNAdb-YRNA_Match_Genome	25	45.00
YRNAdb-YRNA_Match_Genome	26	37.00
YRNAdb-YRNA_Match_Genome	27	25.00
YRNAdb-YRNA_Match_Genome	28	26.00
YRNAdb-YRNA_Match_Genome	29	10.00
YRNAdb-YRNA_Match_Genome	30	25.00
YRNAdb-YRNA_Match_Genome	31	18.00
YRNAdb-YRNA_Match_Genome	32	25.00
YRNAdb-YRNA_Match_Genome	33	9.00
YRNAdb-YRNA_Match_Genome	34	9.00
YRNAdb-YRNA_Match_Genome	35	8.00
YRNAdb-YRNA_Match_Genome	36	13.00
YRNAdb-YRNA_Match_Genome	37	2.00
YRNAdb-YRNA_Match_Genome	38	3.00
YRNAdb-YRNA_Match_Genome	39	3.00
YRNAdb-YRNA_Match_Genome	40	7.00
YRNAdb-YRNA_Match_Genome	43	13.00
YRNAdb-RNY1-YRNA_Match_Genome	15	7.00
YRNAdb-RNY1-YRNA_Match_Genome	16	5.00
YRNAdb-RNY1-YRNA_Match_Genome	17	9.00
YRNAdb-RNY1-YRNA_Match_Genome	18	6.00
YRNAdb-RNY1-YRNA_Match_Genome	19	26.00
YRNAdb-RNY1-YRNA_Match_Genome	20	26.00
YRNAdb-RNY1-YRNA_Match_Genome	21	32.00
YRNAdb-RNY1-YRNA_Match_Genome	22	45.00
YRNAdb-RNY1-YRNA_Match_Genome	23	56.00
YRNAdb-RNY1-YRNA_Match_Genome	24	49.00
YRNAdb-RNY1-YRNA_Match_Genome	25	34.00
YRNAdb-RNY1-YRNA_Match_Genome	26	16.00
YRNAdb-RNY1-YRNA_Match_Genome	27	8.00
YRNAdb-RNY1-YRNA_Match_Genome	28	9.00
YRNAdb-RNY1-YRNA_Match_Genome	29	5.00
YRNAdb-RNY1-YRNA_Match_Genome	30	16.00
YRNAdb-RNY1-YRNA_Match_Genome	31	9.00
YRNAdb-RNY1-YRNA_Match_Genome	32	21.00
YRNAdb-RNY1-YRNA_Match_Genome	33	6.00
YRNAdb-RNY1-YRNA_Match_Genome	34	7.00
YRNAdb-RNY1-YRNA_Match_Genome	35	3.00
YRNAdb-RNY1-YRNA_Match_Genome	36	11.00
YRNAdb-RNY1-YRNA_Match_Genome	37	1.00
YRNAdb-RNY1-YRNA_Match_Genome	38	3.00
YRNAdb-RNY1-YRNA_Match_Genome	39	2.00
YRNAdb-RNY1-YRNA_Match_Genome	40	1.00
YRNAdb-RNY1-YRNA_Match_Genome	43	10.00
YRNAdb-RNY3-YRNA_Match_Genome	15	6.00
YRNAdb-RNY3-YRNA_Match_Genome	16	8.00
YRNAdb-RNY3-YRNA_Match_Genome	17	11.00
YRNAdb-RNY3-YRNA_Match_Genome	18	14.00
YRNAdb-RNY3-YRNA_Match_Genome	19	16.00
YRNAdb-RNY3-YRNA_Match_Genome	20	17.00
YRNAdb-RNY3-YRNA_Match_Genome	21	12.00
YRNAdb-RNY3-YRNA_Match_Genome	22	12.00
YRNAdb-RNY3-YRNA_Match_Genome	23	12.00
YRNAdb-RNY3-YRNA_Match_Genome	24	13.00
YRNAdb-RNY3-YRNA_Match_Genome	25	11.00
YRNAdb-RNY3-YRNA_Match_Genome	26	21.00
YRNAdb-RNY3-YRNA_Match_Genome	27	17.00
YRNAdb-RNY3-YRNA_Match_Genome	28	17.00
YRNAdb-RNY3-YRNA_Match_Genome	29	5.00
YRNAdb-RNY3-YRNA_Match_Genome	30	9.00
YRNAdb-RNY3-YRNA_Match_Genome	31	9.00
YRNAdb-RNY3-YRNA_Match_Genome	32	4.00
YRNAdb-RNY3-YRNA_Match_Genome	33	3.00
YRNAdb-RNY3-YRNA_Match_Genome	34	2.00
YRNAdb-RNY3-YRNA_Match_Genome	35	5.00
YRNAdb-RNY3-YRNA_Match_Genome	36	2.00
YRNAdb-RNY3-YRNA_Match_Genome	37	1.00
YRNAdb-RNY3-YRNA_Match_Genome	39	1.00
YRNAdb-RNY3-YRNA_Match_Genome	40	6.00
YRNAdb-RNY3-YRNA_Match_Genome	43	3.00
rRNAdb-rRNA_Unmatch_Genome	15	1.00
rRNAdb-rRNA_Unmatch_Genome	16	78.00
rRNAdb-rRNA_Unmatch_Genome	17	309.00
rRNAdb-rRNA_Unmatch_Genome	18	1248.00
rRNAdb-rRNA_Unmatch_Genome	19	1344.00
rRNAdb-rRNA_Unmatch_Genome	20	1501.00
rRNAdb-rRNA_Unmatch_Genome	21	1340.00
rRNAdb-rRNA_Unmatch_Genome	22	1412.00
rRNAdb-rRNA_Unmatch_Genome	23	1426.00
rRNAdb-rRNA_Unmatch_Genome	24	1313.00
rRNAdb-rRNA_Unmatch_Genome	25	1261.00
rRNAdb-rRNA_Unmatch_Genome	26	1119.00
rRNAdb-rRNA_Unmatch_Genome	27	1099.00
rRNAdb-rRNA_Unmatch_Genome	28	1099.00
rRNAdb-rRNA_Unmatch_Genome	29	936.00
rRNAdb-rRNA_Unmatch_Genome	30	1551.00
rRNAdb-rRNA_Unmatch_Genome	31	1077.00
rRNAdb-rRNA_Unmatch_Genome	32	768.00
rRNAdb-rRNA_Unmatch_Genome	33	755.00
rRNAdb-rRNA_Unmatch_Genome	34	742.00
rRNAdb-rRNA_Unmatch_Genome	35	497.00
rRNAdb-rRNA_Unmatch_Genome	36	596.00
rRNAdb-rRNA_Unmatch_Genome	37	1006.00
rRNAdb-rRNA_Unmatch_Genome	38	211.00
rRNAdb-rRNA_Unmatch_Genome	39	234.00
rRNAdb-rRNA_Unmatch_Genome	40	322.00
rRNAdb-rRNA_Unmatch_Genome	43	1855.00
rRNAdb-12S-rRNA_Unmatch_Genome	16	1.00
rRNAdb-12S-rRNA_Unmatch_Genome	19	4.00
rRNAdb-12S-rRNA_Unmatch_Genome	21	5.00
rRNAdb-12S-rRNA_Unmatch_Genome	22	2.00
rRNAdb-12S-rRNA_Unmatch_Genome	23	6.00
rRNAdb-12S-rRNA_Unmatch_Genome	24	5.00
rRNAdb-12S-rRNA_Unmatch_Genome	25	1.00
rRNAdb-12S-rRNA_Unmatch_Genome	27	2.00
rRNAdb-12S-rRNA_Unmatch_Genome	36	1.00
rRNAdb-18S-rRNA_Unmatch_Genome	16	3.00
rRNAdb-18S-rRNA_Unmatch_Genome	17	12.00
rRNAdb-18S-rRNA_Unmatch_Genome	18	198.00
rRNAdb-18S-rRNA_Unmatch_Genome	19	66.00
rRNAdb-18S-rRNA_Unmatch_Genome	20	29.00
rRNAdb-18S-rRNA_Unmatch_Genome	21	37.00
rRNAdb-18S-rRNA_Unmatch_Genome	22	24.00
rRNAdb-18S-rRNA_Unmatch_Genome	23	31.00
rRNAdb-18S-rRNA_Unmatch_Genome	24	24.00
rRNAdb-18S-rRNA_Unmatch_Genome	25	39.00
rRNAdb-18S-rRNA_Unmatch_Genome	26	36.00
rRNAdb-18S-rRNA_Unmatch_Genome	27	27.00
rRNAdb-18S-rRNA_Unmatch_Genome	28	21.00
rRNAdb-18S-rRNA_Unmatch_Genome	29	29.00
rRNAdb-18S-rRNA_Unmatch_Genome	30	34.00
rRNAdb-18S-rRNA_Unmatch_Genome	31	16.00
rRNAdb-18S-rRNA_Unmatch_Genome	32	16.00
rRNAdb-18S-rRNA_Unmatch_Genome	33	23.00
rRNAdb-18S-rRNA_Unmatch_Genome	34	12.00
rRNAdb-18S-rRNA_Unmatch_Genome	35	12.00
rRNAdb-18S-rRNA_Unmatch_Genome	36	17.00
rRNAdb-18S-rRNA_Unmatch_Genome	37	6.00
rRNAdb-18S-rRNA_Unmatch_Genome	38	7.00
rRNAdb-18S-rRNA_Unmatch_Genome	39	14.00
rRNAdb-18S-rRNA_Unmatch_Genome	40	2.00
rRNAdb-18S-rRNA_Unmatch_Genome	43	43.00
rRNAdb-28S-rRNA_Unmatch_Genome	15	1.00
rRNAdb-28S-rRNA_Unmatch_Genome	16	61.00
rRNAdb-28S-rRNA_Unmatch_Genome	17	268.00
rRNAdb-28S-rRNA_Unmatch_Genome	18	918.00
rRNAdb-28S-rRNA_Unmatch_Genome	19	1125.00
rRNAdb-28S-rRNA_Unmatch_Genome	20	1356.00
rRNAdb-28S-rRNA_Unmatch_Genome	21	1170.00
rRNAdb-28S-rRNA_Unmatch_Genome	22	1201.00
rRNAdb-28S-rRNA_Unmatch_Genome	23	1202.00
rRNAdb-28S-rRNA_Unmatch_Genome	24	1156.00
rRNAdb-28S-rRNA_Unmatch_Genome	25	1059.00
rRNAdb-28S-rRNA_Unmatch_Genome	26	894.00
rRNAdb-28S-rRNA_Unmatch_Genome	27	740.00
rRNAdb-28S-rRNA_Unmatch_Genome	28	744.00
rRNAdb-28S-rRNA_Unmatch_Genome	29	650.00
rRNAdb-28S-rRNA_Unmatch_Genome	30	565.00
rRNAdb-28S-rRNA_Unmatch_Genome	31	564.00
rRNAdb-28S-rRNA_Unmatch_Genome	32	619.00
rRNAdb-28S-rRNA_Unmatch_Genome	33	633.00
rRNAdb-28S-rRNA_Unmatch_Genome	34	619.00
rRNAdb-28S-rRNA_Unmatch_Genome	35	424.00
rRNAdb-28S-rRNA_Unmatch_Genome	36	520.00
rRNAdb-28S-rRNA_Unmatch_Genome	37	976.00
rRNAdb-28S-rRNA_Unmatch_Genome	38	176.00
rRNAdb-28S-rRNA_Unmatch_Genome	39	167.00
rRNAdb-28S-rRNA_Unmatch_Genome	40	236.00
rRNAdb-28S-rRNA_Unmatch_Genome	43	939.00
rRNAdb-45S-rRNA_Unmatch_Genome	17	11.00
rRNAdb-45S-rRNA_Unmatch_Genome	18	28.00
rRNAdb-45S-rRNA_Unmatch_Genome	19	44.00
rRNAdb-45S-rRNA_Unmatch_Genome	20	50.00
rRNAdb-45S-rRNA_Unmatch_Genome	21	57.00
rRNAdb-45S-rRNA_Unmatch_Genome	22	51.00
rRNAdb-45S-rRNA_Unmatch_Genome	23	36.00
rRNAdb-45S-rRNA_Unmatch_Genome	24	48.00
rRNAdb-45S-rRNA_Unmatch_Genome	25	50.00
rRNAdb-45S-rRNA_Unmatch_Genome	26	39.00
rRNAdb-45S-rRNA_Unmatch_Genome	27	46.00
rRNAdb-45S-rRNA_Unmatch_Genome	28	33.00
rRNAdb-45S-rRNA_Unmatch_Genome	29	34.00
rRNAdb-45S-rRNA_Unmatch_Genome	30	46.00
rRNAdb-45S-rRNA_Unmatch_Genome	31	34.00
rRNAdb-45S-rRNA_Unmatch_Genome	32	23.00
rRNAdb-45S-rRNA_Unmatch_Genome	33	20.00
rRNAdb-45S-rRNA_Unmatch_Genome	34	22.00
rRNAdb-45S-rRNA_Unmatch_Genome	35	18.00
rRNAdb-45S-rRNA_Unmatch_Genome	36	32.00
rRNAdb-45S-rRNA_Unmatch_Genome	37	9.00
rRNAdb-45S-rRNA_Unmatch_Genome	38	19.00
rRNAdb-45S-rRNA_Unmatch_Genome	39	16.00
rRNAdb-45S-rRNA_Unmatch_Genome	40	12.00
rRNAdb-45S-rRNA_Unmatch_Genome	43	116.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	16	13.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	17	18.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	18	104.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	19	105.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	20	66.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	21	71.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	22	134.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	23	151.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	24	80.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	25	112.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	26	150.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	27	284.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	28	301.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	29	223.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	30	906.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	31	463.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	32	110.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	33	79.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	34	89.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	35	43.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	36	26.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	37	15.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	38	9.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	39	37.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	40	72.00
rRNAdb-5.8S-rRNA_Unmatch_Genome	43	757.00
GtRNAdb-pre-tRNA_Match_Genome	15	9.00
GtRNAdb-pre-tRNA_Match_Genome	16	2.00
GtRNAdb-pre-tRNA_Match_Genome	18	1.00
GtRNAdb-pre-tRNA_Match_Genome	19	5.00
